LISTA DE PRECIOS DE REGALOS TIKTOK LIVE
============================================================

Total de imagenes: 810
Con precio encontrado: 550
Sin precio (personalizados/no listados): 260

------------------------------------------------------------------------------------------
Imagen                                        Nombre                                 Coins
156_Rox_Piojitos.png                          ---                                      N/A
157_Voz_Sincera.png                           ---                                      N/A
158_AldrinTV_Tridente.png                     ---                                      N/A
159_Oiga_Jairon.png                           ---                                      N/A
160_Reacci_n_pica.png                         Overreact                                  5
161_Vecina_Chula.png                          ---                                      N/A
162_Sara_Panda.png                            Panda Snap                               399
163_es_ma_z.png                               Its corn                                   1
164_Maracas.png                               Beach Maracas                            349
165_Aleja_Menta.png                           ---                                      N/A
166_Carpe_Diem_Colorido.png                   ---                                      N/A
167_Team_Glasses.png                          ---                                      N/A
168_Le_n_TeamRoy.png                          Lion                                   29999
169_Goku_Rosa.png                             Rose                                       1
170_Pirata_Naranja.png                        ---                                      N/A
171_Sabor_Triunfal.png                        ---                                      N/A
172_Arbolito_Doble.png                        ---                                      N/A
173_Corona_Reina_Madre.png                    ---                                      N/A
174_Karencita_Beige.png                       ---                                      N/A
175_Lobo_Sonriente.png                        Wolf                                    5500
176_Lois_Bestia.png                           ---                                      N/A
177_Renacer_de_Gloria.png                     ---                                      N/A
178_Regalo_de_la_comunidad.png                ---                                      N/A
179_Gorra_Intensa.png                         ---                                      N/A
180_Pedrusky_Gatito.png                       ---                                      N/A
181_Fruta_T_ctica.png                         ---                                      N/A
182_Rayitos_Dorados.png                       ---                                      N/A
183_Pulgarcita_Pili.png                       ---                                      N/A
184_Barra_fluorescente.png                    Glow Stick                                 1
185_Chile.png                                 Chilli Pepper                              1
186_Poder_del_Diamante.png                    ---                                      N/A
187_Tortilla.png                              ---                                      N/A
188_Flamenco.png                              Flamingo Groove                         1000
189_Caf_.png                                  Coffee Magic                             199
190_Escudo.png                                ---                                      N/A
191_Consulta_Damel.png                        ---                                      N/A
192_Lui_Besado.png                            ---                                      N/A
193_Josue_Rs_Gorro.png                        ---                                      N/A
194_OK.png                                    ---                                      N/A
195_Pulsera_de_equipo.png                     Team Bracelet                              2
196_Exageraci_n.png                           Overreact                                  5
197_Saludo_personalizado.png                  Name shoutout                              5
198_Melocot_n.png                             ---                                      N/A
199_Tofu.png                                  ---                                      N/A
200_soy_azul.png                              ---                                      N/A
201_Hola_viajero.png                          ---                                      N/A
202_Jugador_de_oro.png                        ---                                      N/A
203_Galletas_con_pepitas_de_chocolate.png     ---                                      N/A
204_Coraz_n_coreano.png                       Finger Heart                               5
205_Paquetes_verdes_Raya_.png                 ---                                      N/A
206_Helado.png                                Ice Cream Cone                             1
207_Fuegos_artificiales_sauce_.png            Fireworks                               1088
208_Abanico.png                               ---                                      N/A
209_Clavel.png                                ---                                      N/A
210_Aplauso.png                               Bravo                                     15
211_Superpopular.png                          Super Popular                              9
212_Apoyo.png                                 ---                                      N/A
213_Poder_del_equipo.png                      Club Power                                 9
214_Lupa.png                                  ---                                      N/A
215_Vinilo_de_DJ.png                          Vinyl Flip                               349
216_C_mara_lenta.png                          Slow motion                               10
217_Pase_para_el_evento.png                   Journey Pass                              10
218_Cerdito_enamorado.png                     ---                                      N/A
219_Patata_con_helado.png                     Gamer Tater                               10
220_Collar_de_amistad.png                     Friendship Necklace                       10
221_Rosa.png                                  Rosa                                      10
222_Silbato.png                               ---                                      N/A
223_Peque_o_dinosaurio.png                    Tiny dino                                N/A
224_Paleta.png                                ---                                      N/A
225_Guantes_de_boxeo_dorados.png              Gold Boxing Gloves                        10
226_Poni_de_la_suerte.png                     Lucky Pony                                10
227_Bal_n_de_la_liga.png                      League Ball                               10
228_Abanico_del_FANDOM.png                    FANDOM Fan                                10
229_Chocolate.png                             Chocolate                                 10
230_Hora_de_ASMR.png                          ---                                      N/A
231_Conejito_con_flor_de_cerezo.png           ---                                      N/A
232_EWC.png                                   EWC Trophy                              1500
233_Dame_tu_estilo.png                        Style Me Up                               10
234_C_scara_de_pl_tano.png                    Banana Peel                               10
235_Mirada_de_coraz_n.png                     Heart Gaze                                10
236_Fuego_furioso.png                         Fireworks                               1088
237_Globos.png                                Wolf                                    5500
238_Coraz_n.png                               Heart                                      1
239_Pastor_ovejero_australiano.png            ---                                      N/A
240__Bravo_.png                               Bravo                                     15
241_Sol_de_verano.png                         ---                                      N/A
242_Flores_S.png                              ---                                      N/A
243_Perfume.png                               Perfume                                   20
244_Cono_de_tr_fico.png                       Traffic Cone                              20
245_Capibara.png                              Capybara                                  30
246_U_make_Miso_happy_.png                    ---                                      N/A
247_You_are_my_Jam.png                        You are my Jam                            30
248_You_are_on_a_Roll.png                     ---                                      N/A
249_Rosquilla.png                             Doughnut                                  30
250_P_ldora_de_energ_a.png                    Energy Capsule                            30
251_Maravilla_del_bosque.png                  ---                                      N/A
252_Bagel.png                                 ---                                      N/A
253_Te_quiero_en_lengua_de_signos.png         ---                                      N/A
254_Mariposa.png                              Butterfly                                 88
255_Familia.png                               ---                                      N/A
256_Choque_de_pu_os.png                       Fist Bump                                 90
257_Corona_de_cumplea_os.png                  ---                                      N/A
258_Arco_del_amor.png                         Cupids Bow                                99
259_Bol_de_helado.png                         Sundae Bowl                               99
260_Estrella_emergente.png                    ---                                      N/A
261_Marca_de_amor.png                         Mark of Love                              99
262_Chicle.png                                Bubble Gum                                99
263_Pintura_de_amor.png                       Love Painting                             99
264_Metralleta_de_me_gustas.png               Like-Pop                                  99
265_Guitarra.png                              ---                                      N/A
266_Beso_de_coraz_n.png                       Heart                                      1
267_Sombrero_y_bigote.png                     Hat and Mustache                          99
268_Gorra.png                                 Cap                                       99
269_Coronita.png                              Little Crown                              99
270_Cisne_de_papel.png                        Paper Crane                               99
271_Tarta_de_subida_de_nivel.png              Cake Slice                                 1
272_Coraz_n_de_felicitaci_n.png               Greeting Heart                            99
273_Victoria_del_Club_de_fans.png             Club Victory                              99
274_Narcisos.png                              ---                                      N/A
275_Mi_rcoles_de_victoria.png                 ---                                      N/A
276_Tirar_tomates.png                         Gamer Tater                               10
277_Osito_Mishka.png                          Mishka Bear                              100
278_Coraz_n_con_las_manos.png                 Hand Hearts                              100
279_Concha_con_energ_a.png                    Shell of a Warrior                       500
280_Confeti.png                               Confetti                                 100
281_Sello_del_FANDOM.png                      FANDOM Stamp                             100
282_Chip_de_potencia.png                      Power Chip                               100
283_Canto_m_gico.png                          Singing Magic                            100
284_Confeti_de_Colores.png                    Marvelous Confetti                       100
285_Control_Retro.png                         ---                                      N/A
286_Super_GG.png                              Super GG                                 100
287_Hada_escondida.png                        Fairy Hide                               149
288_Gafas_de_coraz_n.png                      Love Glasses                             149
289_Taza_de_chocolate_de_Pap_Noel.png         Santa Cocoa                              149
290_Caracol_delirante.png                     Raving Snail                             149
291_Catrina.png                               Catrina                                  149
292_Caos_con_oruga.png                        Caterpillar Chaos                        149
293_Tiara_de_plumas.png                       Feather Tiara                            149
294_Globos_con_forma_de_coraz_n.png           Balloon Crown                            149
295_M_scara_misteriosa.png                    Masquerade                               149
296_Chat_con_palomitas.png                    Chatting Popcorn                         149
297_Un_grito_por_todo_lo_alto.png             Big Shout Out                            149
298_Lazo.png                                  Bowknot                                  149
299_Patata_en_transformaci_n.png              Potato Transformation                    150
300_Cetro.png                                 ---                                      N/A
301_Paraguas.png                              Umbrella of Love                        1200
302_Beso.png                                  ---                                      N/A
303_Canci_n_de_la_cosecha.png                 ---                                      N/A
304_Poni_festivo.png                          Party Pony                               199
305_Gorro_con_forma_de_coraz_n.png            Heart Hood                               199
306_Bola_del_joker.png                        Joker Ball                               199
307_Besitos_de_pajaritos.png                  Chirpy Kisses                            199
308_Agua_de_coco.png                          Coconut Juice                            N/A
309_Rosa_de_mano.png                          Rose Hand                                199
310_Sonrisa_jugosa.png                        ---                                      N/A
311_Amigo_cido.png                            Sour Buddy                               199
312_Maleta.png                                ---                                      N/A
313_Diadema_de_flores.png                     Flower Headband                          199
314_Pulpo_flotante.png                        Floating Octopus                         199
315_Cangrejo_animador.png                     Cheering Crab                            199
316_Caf_m_gico.png                            Coffee Magic                             199
317_Masaje_para_ti.png                        Massage for You                          199
318_Abeja_dispuesta_a_picar.png               Stinging Bee                             199
319_Energ_a_positiva.png                      ---                                      N/A
320_Te_quiero.png                             Love you                                   1
321_Tocado_de_flores.png                      Garland Headpiece                        199
322_Corazones.png                             Hearts                                   199
323_Gafas_de_sol.png                          Sunglasses                               199
324_Cuenta_atr_s_para_la_liga.png             League Countdown                         199
325_Me_alegro_por_ti.png                      Cheer For You                            199
326_Gafas_de_cumplea_os.png                   ---                                      N/A
327_Gafas_de_fiesta.png                       ---                                      N/A
328_Panda_Climb.png                           Panda Snap                               399
329_Juntos.png                                ---                                      N/A
330_Gafas_con_forma_de_estrella.png           Star Goggles                             249
331_Estrella_nocturna.png                     Night Star                               199
332_Coco.png                                  ---                                      N/A
333_Bengalas.png                              ---                                      N/A
334_Panda_escalador.png                       Panda Snap                               399
335_Coraz_n_con_las_manos.png                 Hand Hearts                              100
336_Estrella_brillante.png                    Twinkling Star                           199
337_Zumo_de_mel_n.png                         Melon Juice                              199
338_Cesta_de_comida.png                       ---                                      N/A
339_Te_veo.png                                ---                                      N/A
340_Ventilador.png                            Fan Cat                                  199
341_Corona_con_lazo.png                       ---                                      N/A
342_Reproductor_de_m_sica.png                 ---                                      N/A
343_Tomates_jugosos.png                       Gamer Tater                               10
344_Pompero.png                               ---                                      N/A
345_Genio_m_gico.png                          Magic Genie                              200
346_Dino_cap.png                              ---                                      N/A
347_Medalla_de_oro.png                        Gold Medal                               200
348_Globos.png                                Wolf                                    5500
349_Caja_de_tulipanes.png                     ---                                      N/A
350_Casta_uelas.png                           ---                                      N/A
351_Oso_rosa.png                              Rose Bear                                214
352_Gato.png                                  Gamer Cat                                199
353_Amplificado.png                           Amped Up                                 249
354_Flores_de_nieve.png                       Snow Bloom                               249
355_Dulce_aleteo.png                          Sweet Flutter                            249
356_Cuerdas_de_ensue_o.png                    Dreamy Strings                           249
357_Flores_festivas.png                       Party Blossom                            249
358_Ping_ino_surfista.png                     Surfing Penguin                          249
359_P_jaros_mel_dicos.png                     Melodic birds                            249
360_Voz_preciada.png                          Treasured Voice                          249
361_Fantasma_travieso.png                     ---                                      N/A
362_Elfo_del_bosque.png                       Forest Elf                               249
363_Brisa_de_palmera.png                      Palm Breeze                              249
364_Auriculares_con_pompas.png                Music Bubbles                            249
365_Micr_fono_animador.png                    Cheer Mic                                249
366_Gafas_de_estrellas.png                    Star Goggles                             249
367_Micr_fono_de_helado.png                   Ice Cream Mic                            249
368_Ramo_de_caramelos.png                     Candy Bouquet                            249
369_Pellizcar_los_mofletes.png                Pinch Face                               249
370_Guantes_de_boxeo.png                      Boxing Gloves                            299
371_Ritmo_de_saxo.png                         Sax Groove                               299
372_Nube_despierta.png                        Wakey Mallow                             299
373_Brote_primaveral.png                      Spring Sprout                            299
374_Poni_con_farolillo.png                    Pony Lantern                             299
375_Llamada_del_amor.png                      Love Call                                299
376_Compa_ero_musical.png                     Music Mate                               299
377_Amigo_ping_ino_en_d_as_de_nieve.png       Penguin Snowpal                          299
378_Gafas_Melody.png                          Melody Glasses                           299
379_Sombrero_de_murci_lago.png                Bat Headwear                             299
380_Convi_rtete_en_un_h_mster.png             Go Hamster                               299
381_El_estilo_de_Rosie.png                    Hi Rosie                                 299
382_Reto_de_goleador.png                      Kicker Challenge                         299
383_Coraz_n_de_amor.png                       United Heart                             299
384_Besitos_de_cachorrito.png                 Puppy Kisses                             299
385_Mariposas_para_ti.png                     Butterfly for You                        299
386_Estrella_del_rock.png                     Rock Star                                299
387_Toca_para_ti.png                          Play for You                             299
388_Pollo_travieso.png                        Naughty Chicken                          299
389_Amigos_frutales.png                       Fruit Friends                            299
390_Trompa_y_orejas_de_elefante.png           Elephant trunk                           299
391_Corgi.png                                 Corgi                                    299
392_Corona_de_clasificaci_n_LIVE.png          LIVE Ranking Crown                       299
393_Caja_de_regalo_del_Eid_n_m_.png           EID Gift Box                             299
394_Pergamino.png                             Scroll                                   299
395_Coraz_n_naciente.png                      Budding Heart                            299
396_Gamer_2025.png                            ---                                      N/A
397_Apret_n_de_manos.png                      Hand Hearts                              100
398_Corona_de_TikTok.png                      ---                                      N/A
399_Pose_de_Judy.png                          ---                                      N/A
400_Miaugn_fico.png                           ---                                      N/A
401_Corona_triunfal.png                       ---                                      N/A
402_Tiny_Diny_con_tri_ngulo.png               Tiny Diny Trek                           200
403_Diario.png                                Journal                                  299
404_M_scara_con_plumas.png                    Feather Mask                             300
405_Bailar_n_inflable.png                     Air Dancer                               300
406_Ramo_primaveral.png                       Spring Bouquet                           349
407_Poni_con_varita_brillante.png             Sparkle Pony                             349
408_Champi_n_roquero.png                      Rocking Shroom                           349
409_Ramo_de_caramelos.png                     Candy Bouquet                            249
410_Mu_eco_de_jengibre.png                    Gingerbread Man                          349
411_Aviador_vintage.png                       Vintage flight                           349
412_Maracas_de_playa.png                      Beach Maracas                            349
413_Bebida_m_stica.png                        Mystic Drink                             349
414_Sombrero_con_alas_de_murci_lago.png       Batwing Hat                              349
415_Gorra_con_vasos.png                       ---                                      N/A
416_Estela_colorida.png                       ---                                      N/A
417_Convi_rtete_en_gatito.png                 Become Kitten                            349
418_Mono_con_platillos.png                    ---                                      N/A
419_Pase_de_verano_M.png                      Journey Pass                              10
420_Pulsera_del_festival.png                  Festival Bracelet                        349
421_Vinilo_girando.png                        Vinyl Flip                               349
422_Ranas_cantoras.png                        Singing Frogs                            398
423_Feliz_viernes.png                         ---                                      N/A
424_Buenas_noches.png                         ---                                      N/A
425_Cactus_Shuffle.png                        Cactus Shuffle                           399
426_Oso_vocalista.png                         Vocal Bear                               399
427_Gorro_de_dormir.png                       Dreamy Hat                               399
428_Hada_floral.png                           Blossom Fairy                            399
429_Instant_nea_de_panda.png                  Panda Snap                               399
430_Medall_n_m_gico.png                       Fairy Locket                             399
431_Saxof_n_cantar_n.png                      Singing Sax                              399
432_Oso_con_confeti.png                       Confetti Bear                            399
433_B_ho_sorpresa_de_Pap_Noel.png             Santa Owl Surprise                       399
434_Entrenando_como_un_tigre.png              Tiger Lift                               399
435_El_saxof_n_de_Rosie.png                   Rosies Concert                           399
436_M_scara_de_fara_n.png                     ---                                      N/A
437_Amigo_alien_gena.png                      Alien Buddy                              399
438_Dispara_a_la_manzana.png                  Shoot the Apple                          399
439_Gatito_achuchable.png                     Kitten Kneading                          399
440_Deja_que_la_mariposa_baile.png            Let butterfly dances                     399
441_Sage_la_semilla_inteligente.png           Sage the Smart Bean                      399
442_Rocky_la_semilla_roquera.png              Rocky the Rock Bean                      399
443_Jollie_la_semilla_de_la_alegr_a.png       Jollie the Joy Bean                      399
444_Rosie_la_semilla_rosa.png                 Rosie the Rose Bean                      399
445_Abrazo_de_Tom.png                         Toms Hug                                 399
446_Oca_relajada.png                          Relaxed Goose                            399
447_Ritmo_m_gico.png                          Magic Rhythm                             399
448_Rosa_de_la_eternidad.png                  Forever Rosa                             399
449_Foca_Algodoncito.png                      Cotton the Seal                          399
450_El_descuento_de_Sage.png                  Sages Slash                              399
451_Poci_n_medicinal.png                      Health Potion                            399
452_Vuelo_en_flor.png                         Flower flight                            399
453_Gato_de_la_suerte.png                     Gamer Cat                                199
454__No_me_lo_puedo_creer_.png                Overreact                                  5
455_Beso_de_nutria.png                        ---                                      N/A
456_Eres_amado_a.png                          You Are Loved                            399
457_Buenos_d_as.png                           ---                                      N/A
458_Buenas_tardes.png                         ---                                      N/A
459_Ola_de_DJ.png                             DJ Wave                                  400
460_Cachorrito_travieso.png                   Cheeky Pup                               400
461_Taza_de_leche_con_forma_de_reno.png       Reindeer Milk                            400
462_Corgi_con_diente_de_le_n.png              Taraxacum Corgi                          400
463_Altavoces_que_rebotan.png                 Bounce Speakers                          400
464_As_del_micr_fono.png                      Mic Champ                                400
465_Tarta_para_pedir_un_deseo.png             Wishing Cake                             400
466_Sue_os_de_cristal.png                     Crystal Dreams                           400
467_Fiebre_del_FANDOM.png                     FANDOM Fever                             400
468_Payaso_bailar_n.png                       Clown Boogie                             449
469_Sombrero_de_rbol_de_Navidad.png           Xmas Tree Hat                            449
470_Amor_espacial.png                         Space Love                               449
471_Bateador_mono.png                         Batting Cutie                            449
472_Voces_capturadas.png                      Captured Vocals                          449
473_Bot_n_de_dulces.png                       Candy Loot                               449
474_El_tesoro_de_un_pirata.png                Pirates Treasure                         449
475_Rostro_de_Terminator.png                  ---                                      N/A
476_Pedir_aplausos.png                        Encore Clap                              449
477_Coraz_n_que_late.png                      Beating Heart                            449
478_Mirada_de_perezoso.png                    Sloth Peek                               450
479_Sombrero_de_tr_bol.png                    Clover Hat                               450
480_Supermujer.png                            Superwoman                               450
481_Llamada_de_perrito.png                    Paw Call                                 450
482_Koala_cupido.png                          Cupid Koala                              450
483_Pop_urbano.png                            City Pop                                 450
484_Gorro_de_fiesta.png                       Celebration Hat                          450
485_Director_de_orquesta.png                  Music Conductor                          450
486_Sombrero_divertido_de_Halloween.png       Halloween Fun Hat                        450
487_Gorro_divertido.png                       Hat of Joy                               450
488_Mente_poderosa.png                        Powerful Mind                            450
489_Mi_rcoles_de_victoria.png                 ---                                      N/A
490_Vibraci_n_rosa.png                        Rose                                       1
491_Ping_ino_surfista.png                     Surfing Penguin                          249
492_Abrazo_de_panda.png                       Panda Hug                                499
493_Corgi_con_flor_de_cerezo.png              Sakura Corgi                             499
494_Coral.png                                 Coral                                    499
495_Micr_fono_de_oro.png                      Diamond Microphone                       500
496_Manos_arriba.png                          Hands Up                                 499
497_Gorro_peludito_con_estrellas.png          Starry Fluff                             500
498_Guitarra_con_forma_de_coraz_n.png         Heart Guitar                             500
499_Caja_sorpresa.png                         Mystery Box                              500
500__Lluvia_de_Puyos_.png                     ---                                      N/A
501_Conjunto_navide_o_calentito.png           Cozy Xmas Set                            500
502_Fantasma_de_Halloween.png                 ---                                      N/A
503_Prince.png                                Prince                                   500
504_Sombrero_con_orejitas_de_conejo.png       Bunny Crown                              500
505_Espect_culo_floral.png                    Flower Show                              500
506_Flores_XXXL.png                           XXXL Flowers                             500
507_Corona_de_drag_n.png                      Dragon Crown                             500
508_Adicto_a_las_pantallas.png                Couch Potato                             500
509_Manifestando.png                          Manifesting                              500
510_Gafas_de_DJ.png                           DJ Glasses                               500
511_Gafas_de_RV.png                           VR Goggles                               500
512_Patata_grande.png                         Couch Potato                             500
513_Molas_un_mont_n.png                       Youre Amazing                            500
514_Equipo_de_ensue_o.png                     ---                                      N/A
515_Melena_del_le_n.png                       Lion                                   29999
516_Pistola_de_dinero.png                     Money Gun                                500
517_Trofeo.png                                Award                                   4500
518_Pollitos.png                              Baby Chicks                              500
519_Mic_Drop.png                              ---                                      N/A
520_Premio_m_gico.png                         Magic Prop                               500
521_Diny_en_la_pradera.png                    Prairie Diny                             500
522_Tom_en_la_pradera.png                     Prairie Tom                              500
523_Blitzy_en_la_pradera.png                  Prairie Blitzy                           500
524_Cooper_en_la_pradera.png                  Prairie Cooper                           500
525_Diny_en_la_jungla.png                     Jungle Diny                              500
526_Tom_en_la_jungla.png                      Jungle Tom                               500
527_Blitzy_en_la_jungla.png                   Jungle Blitzy                            500
528_Cooper_en_la_jungla.png                   Jungle Cooper                            500
529_Pistola_de_Gemas.png                      Gem Gun                                  500
530_Polaris.png                               Star Map Polaris                         500
531_Rosas.png                                 Bouquet                                  500
532_Dilo_con_un_coraz_n.png                   Heart                                      1
533_Jardiner_a.png                            Gardening                                500
534_Casco_de_carrera.png                      Racing Helmet                            500
535_Star_Map_Polaris.png                      Star Map Polaris                         500
536_Beso_de_burbujas.png                      Blow Bubbles                             199
537_H_mster_con_tambor.png                    Drum Hamster                             549
538_Escape_de_la_colmena.png                  Hive Escape                              549
539_Im_n_de_dinero.png                        ---                                      N/A
540_Trofeo_de_la_liga.png                     League Trophy                            599
541_Cerezo_en_flor.png                        Fully Bloomed Sakura                     599
542_Feliz_finde.png                           ---                                      N/A
543_Rey_de_los_principiantes.png              ---                                      N/A
544_Alas_radiantes.png                        ---                                      N/A
545_Pop_de_caballito_de_mar.png               Seahorse Pop                             649
546_Cisne.png                                 Swan                                     699
547_Alas_coloridas.png                        Colorful Wings                           700
